Batch,Cultivation batch,Strain,#1,#2,#3,#4,#5,#6,#7,#8,#9.1,#9.2,#9.3,#9.4,#9.5,#9.6,#9.7,#10.1,#10.2,#10.3,#11.1,#11.2,#11.3,#11.4,#12
FB112501,FB112501,Fat Bastard,"iCoA-PP_26-075, 03.06.2026 [internal]
iCoA-PP_26-183, 24.08.2026 [internal]","iCoA-PP_26-075, 03.06.2026 [internal]
iCoA-PP_26-183, 24.08.2026 [internal]","ППК26066, 11.05.2026
227-22-К/26, 11.09.2026","ППК26066, 11.05.2026
227-22-К/26, 11.09.2026","ППК26066, 11.05.2026
227-22-К/26, 11.09.2026","release — not tested — no certificate covers it
227-22-К/26, 11.09.2026","iCoA-PP_26-075, 03.06.2026 [internal]
iCoA-PP_26-183, 24.08.2026 [internal]","ППК26066, 11.05.2026","312/0556/26, 28.04.2026
542/1073/26, 31.08.2026","312/0556/26, 28.04.2026
542/1073/26, 31.08.2026","312/0556/26, 28.04.2026
542/1073/26, 31.08.2026","312/0556/26, 28.04.2026
542/1073/26, 31.08.2026","312/0556/26, 28.04.2026
542/1073/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-22-М/26, 16.09.2026","2357/2026, 29.04.2026
227-22-М/26, 16.09.2026","release — not tested — no certificate covers it
227-22-М/26, 16.09.2026","2357/2026, 29.04.2026","2357/2026, 29.04.2026","2357/2026, 29.04.2026","2357/2026, 29.04.2026","2357/2026, 29.04.2026"
GG012601,GG012601,Gorilla Glue,"iCoA-PP_26-076, 03.06.2026 [internal]
iCoA-PP_26-184, 24.08.2026 [internal]","iCoA-PP_26-076, 03.06.2026 [internal]
iCoA-PP_26-184, 24.08.2026 [internal]","ППК26062, 11.05.2026
227-21-К/26, 11.09.2026","ППК26062, 11.05.2026
227-21-К/26, 11.09.2026","ППК26062, 11.05.2026
227-21-К/26, 11.09.2026","release — not tested — no certificate covers it
227-21-К/26, 11.09.2026","iCoA-PP_26-076, 03.06.2026 [internal]
iCoA-PP_26-184, 24.08.2026 [internal]","ППК26062, 11.05.2026","310/0554/26, 28.04.2026
541/1072/26, 31.08.2026","310/0554/26, 28.04.2026
541/1072/26, 31.08.2026","310/0554/26, 28.04.2026
541/1072/26, 31.08.2026","310/0554/26, 28.04.2026
541/1072/26, 31.08.2026","310/0554/26, 28.04.2026
541/1072/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-21-М/26, 16.09.2026","2364/2026, 30.04.2026
227-21-М/26, 16.09.2026","release — not tested — no certificate covers it
227-21-М/26, 16.09.2026","2364/2026, 30.04.2026","2364/2026, 30.04.2026","2364/2026, 30.04.2026","2364/2026, 30.04.2026","2364/2026, 30.04.2026"
JD012601,JD012601,Jelly Donuts,"iCoA-PP_26-077, 03.06.2026 [internal]
iCoA-PP_26-172, 24.08.2026 [internal]","iCoA-PP_26-077, 03.06.2026 [internal]
iCoA-PP_26-172, 24.08.2026 [internal]","ППК26064, 11.05.2026
227-15-К/26, 11.09.2026","ППК26064, 11.05.2026
227-15-К/26, 11.09.2026","ППК26064, 11.05.2026
227-15-К/26, 11.09.2026","release — not tested — no certificate covers it
227-15-К/26, 11.09.2026","iCoA-PP_26-077, 03.06.2026 [internal]
iCoA-PP_26-172, 24.08.2026 [internal]","ППК26064, 11.05.2026","309/0553/26, 28.04.2026
540/1071/26, 31.08.2026","309/0553/26, 28.04.2026
540/1071/26, 31.08.2026","309/0553/26, 28.04.2026
540/1071/26, 31.08.2026","309/0553/26, 28.04.2026
540/1071/26, 31.08.2026","309/0553/26, 28.04.2026
540/1071/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-15-М/26, 16.09.2026","2363/2026, 30.04.2026
227-15-М/26, 16.09.2026","release — not tested — no certificate covers it
227-15-М/26, 16.09.2026","2363/2026, 30.04.2026","2363/2026, 30.04.2026","2363/2026, 30.04.2026","2363/2026, 30.04.2026","2363/2026, 30.04.2026"
P060332,P060332,Cash Cow,"iCoA-PP_26-079, 03.06.2026 [internal]
iCoA-PP_26-105, 27.07.2026 [internal]","iCoA-PP_26-079, 03.06.2026 [internal]
iCoA-PP_26-105, 27.07.2026 [internal]","release — to be performed — see route
197-6-К/26, 07.08.2026","release — not tested — no certificate covers it
197-6-К/26, 07.08.2026","release — not tested — no certificate covers it
197-6-К/26, 07.08.2026","release — not tested — no certificate covers it
197-6-К/26, 07.08.2026","iCoA-PP_26-079, 03.06.2026 [internal]
iCoA-PP_26-105, 27.07.2026 [internal]","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","361/0691/26, 01.06.2026","361/0691/26, 01.06.2026","361/0691/26, 01.06.2026","361/0691/26, 01.06.2026","361/0691/26, 01.06.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-6-М/26, 10.08.2026","release — not tested — no certificate covers it
197-6-М/26, 10.08.2026","release — not tested — no certificate covers it
197-6-М/26, 10.08.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060322,FB012601/1,Fat Bastard,"iCoA-PP_26-078, 03.06.2026 [internal]
iCoA-PP_26-130, 17.08.2026 [internal]","iCoA-PP_26-078, 03.06.2026 [internal]
iCoA-PP_26-130, 17.08.2026 [internal]","ППК26067, 11.05.2026
220-8-К/26, 25.08.2026","ППК26067, 11.05.2026
220-8-К/26, 25.08.2026","ППК26067, 11.05.2026
220-8-К/26, 25.08.2026","ППК26067, 11.05.2026
220-8-К/26, 25.08.2026","iCoA-PP_26-078, 03.06.2026 [internal]
iCoA-PP_26-130, 17.08.2026 [internal]","ППК26067, 11.05.2026","308/0552/26, 28.04.2026","308/0552/26, 28.04.2026","308/0552/26, 28.04.2026","308/0552/26, 28.04.2026","308/0552/26, 28.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-8-М/26, 11.09.2026","2362/2026, 30.04.2026
220-8-М/26, 11.09.2026","release — not tested — no certificate covers it
220-8-М/26, 11.09.2026","2362/2026, 30.04.2026","2362/2026, 30.04.2026","2362/2026, 30.04.2026","2362/2026, 30.04.2026","2362/2026, 30.04.2026"
P060352,FB012602,Fat Bastard,"iCoA-PP_26-083, 03.06.2026 [internal]
iCoA-PP_26-109, 27.07.2026 [internal]","iCoA-PP_26-083, 03.06.2026 [internal]
iCoA-PP_26-109, 27.07.2026 [internal]","release — to be performed — see route
197-7-К/26, 07.08.2026","release — not tested — no certificate covers it
197-7-К/26, 07.08.2026","release — not tested — no certificate covers it
197-7-К/26, 07.08.2026","release — not tested — no certificate covers it
197-7-К/26, 07.08.2026","iCoA-PP_26-083, 03.06.2026 [internal]
iCoA-PP_26-109, 27.07.2026 [internal]","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","366/0696/26, 01.06.2026","366/0696/26, 01.06.2026","366/0696/26, 01.06.2026","366/0696/26, 01.06.2026","366/0696/26, 01.06.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-7-М/26, 10.08.2026","release — not tested — no certificate covers it
197-7-М/26, 10.08.2026","release — not tested — no certificate covers it
197-7-М/26, 10.08.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it"
P060362,JD012603/01,Jelly Donuts,"iCoA-PP_26-082, 03.06.2026 [internal]
ППК26111, 30.06.2026","iCoA-PP_26-082, 03.06.2026 [internal]
ППК26111, 30.06.2026","release — to be performed — see route
220-16-К/26, 25.08.2026","release — not tested — no certificate covers it
220-16-К/26, 25.08.2026","release — not tested — no certificate covers it
220-16-К/26, 25.08.2026","release — not tested — no certificate covers it
220-16-К/26, 25.08.2026","iCoA-PP_26-082, 03.06.2026 [internal]
iCoA-PP_26-140, 17.08.2026 [internal]","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","365/0695/26, 01.06.2026","365/0695/26, 01.06.2026","365/0695/26, 01.06.2026","365/0695/26, 01.06.2026","365/0695/26, 01.06.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-16-М/26, 11.09.2026","release — not tested — no certificate covers it
220-16-М/26, 11.09.2026","release — not tested — no certificate covers it
220-16-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it"
P060372,CC012603,Cash Cow,"iCoA-PP_26-084, 03.06.2026 [internal]
iCoA-PP_26-145, 17.08.2026 [internal]","iCoA-PP_26-084, 03.06.2026 [internal]
iCoA-PP_26-145, 17.08.2026 [internal]","release — to be performed — see route
220-29-К/26, 26.08.2026","release — not tested — no certificate covers it
220-29-К/26, 26.08.2026","release — not tested — no certificate covers it
220-29-К/26, 26.08.2026","release — not tested — no certificate covers it
220-29-К/26, 26.08.2026","iCoA-PP_26-084, 03.06.2026 [internal]
iCoA-PP_26-145, 17.08.2026 [internal]","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","363/0693/26, 01.06.2026","363/0693/26, 01.06.2026","363/0693/26, 01.06.2026","363/0693/26, 01.06.2026","363/0693/26, 01.06.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-29-М/26, 11.09.2026","release — not tested — no certificate covers it
220-29-М/26, 11.09.2026","release — not tested — no certificate covers it
220-29-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it"
P060342,SCR012601,Scrambler,"iCoA-PP_26-088, 03.06.2026 [internal]
iCoA-PP_26-159, 24.08.2026 [internal]","iCoA-PP_26-088, 03.06.2026 [internal]
iCoA-PP_26-159, 24.08.2026 [internal]","release — to be performed — see route
227-8-К/26, 11.09.2026","release — not tested — no certificate covers it
227-8-К/26, 11.09.2026","release — not tested — no certificate covers it
227-8-К/26, 11.09.2026","release — not tested — no certificate covers it
227-8-К/26, 11.09.2026","iCoA-PP_26-088, 03.06.2026 [internal]
iCoA-PP_26-159, 24.08.2026 [internal]","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
539/1070/26, 31.08.2026","release — not tested — no certificate covers it
539/1070/26, 31.08.2026","release — not tested — no certificate covers it
539/1070/26, 31.08.2026","release — not tested — no certificate covers it
539/1070/26, 31.08.2026","release — not tested — no certificate covers it
539/1070/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-8-М/26, 16.09.2026","release — not tested — no certificate covers it
227-8-М/26, 16.09.2026","release — not tested — no certificate covers it
227-8-М/26, 16.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060382,SCR012603,Scrambler,"iCoA-PP_26-087, 03.06.2026 [internal]
iCoA-PP_26-119, 27.07.2026 [internal]","iCoA-PP_26-087, 03.06.2026 [internal]
iCoA-PP_26-119, 27.07.2026 [internal]","release — to be performed — see route
197-21-К/26, 07.08.2026","release — not tested — no certificate covers it
197-21-К/26, 07.08.2026","release — not tested — no certificate covers it
197-21-К/26, 07.08.2026","release — not tested — no certificate covers it
197-21-К/26, 07.08.2026","iCoA-PP_26-087, 03.06.2026 [internal]
iCoA-PP_26-119, 27.07.2026 [internal]","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","364/0694/26, 01.06.2026","364/0694/26, 01.06.2026","364/0694/26, 01.06.2026","364/0694/26, 01.06.2026","364/0694/26, 01.06.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-21-М/26, 10.08.2026","release — not tested — no certificate covers it
197-21-М/26, 10.08.2026","release — not tested — no certificate covers it
197-21-М/26, 10.08.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (CoQ-PP-2026-0026) — not tested — no certificate covers it"
FB012603V,FB012603V,Fat Bastard,"ППК26110, 30.06.2026","ППК26110, 30.06.2026","ППК26110, 30.06.2026
227-23-К/26, 11.09.2026","ППК26110, 30.06.2026
227-23-К/26, 11.09.2026","ППК26110, 30.06.2026
227-23-К/26, 11.09.2026","ППК26110, 30.06.2026
227-23-К/26, 11.09.2026","ППК26110, 30.06.2026","ППК26110, 30.06.2026","release — not tested — no certificate covers it
538/1069/26, 31.08.2026","release — not tested — no certificate covers it
538/1069/26, 31.08.2026","release — not tested — no certificate covers it
538/1069/26, 31.08.2026","release — not tested — no certificate covers it
538/1069/26, 31.08.2026","release — not tested — no certificate covers it
538/1069/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-23-М/26, 16.09.2026","release — not tested — no certificate covers it
227-23-М/26, 16.09.2026","release — not tested — no certificate covers it
227-23-М/26, 16.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060422,JD012603/02V,Jelly Donuts,"ППК26111, 30.06.2026","ППК26111, 30.06.2026","ППК26111, 30.06.2026
220-18-К/26, 26.08.2026","ППК26111, 30.06.2026
220-18-К/26, 26.08.2026","ППК26111, 30.06.2026
220-18-К/26, 26.08.2026","ППК26111, 30.06.2026
220-18-К/26, 26.08.2026","ППК26111, 30.06.2026","ППК26111, 30.06.2026","406/0789/26, 24.06.2026","406/0789/26, 24.06.2026","406/0789/26, 24.06.2026","406/0789/26, 24.06.2026","406/0789/26, 24.06.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-18-М/26, 11.09.2026","release — not tested — no certificate covers it
220-18-М/26, 11.09.2026","release — not tested — no certificate covers it
220-18-М/26, 11.09.2026","3662/2026, 22.06.2026","3662/2026, 22.06.2026","3662/2026, 22.06.2026","3662/2026, 22.06.2026","3662/2026, 22.06.2026"
P060402,GG012603,Gorilla Glue,"ППК26114, 30.06.2026","ППК26114, 30.06.2026","ППК26114, 30.06.2026
197-8-К/26, 07.08.2026","ППК26114, 30.06.2026
197-8-К/26, 07.08.2026","ППК26114, 30.06.2026
197-8-К/26, 07.08.2026","ППК26114, 30.06.2026
197-8-К/26, 07.08.2026","ППК26114, 30.06.2026","ППК26114, 30.06.2026","404/0787/26, 24.06.2026","404/0787/26, 24.06.2026","404/0787/26, 24.06.2026","404/0787/26, 24.06.2026","404/0787/26, 24.06.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-8-М/26, 10.08.2026","3659/2026, 22.06.2026
197-8-М/26, 10.08.2026","release — not tested — no certificate covers it
197-8-М/26, 10.08.2026","3659/2026, 22.06.2026","3659/2026, 22.06.2026","3659/2026, 22.06.2026","3659/2026, 22.06.2026","3659/2026, 22.06.2026"
P060412,JD012603/02,Jelly Donuts,"ППК26113, 30.06.2026","ППК26113, 30.06.2026","ППК26113, 30.06.2026
220-17-К/26, 26.08.2026","ППК26113, 30.06.2026
220-17-К/26, 26.08.2026","ППК26113, 30.06.2026
220-17-К/26, 26.08.2026","ППК26113, 30.06.2026
220-17-К/26, 26.08.2026","ППК26113, 30.06.2026","ППК26113, 30.06.2026","405/0788/26, 24.06.2026","405/0788/26, 24.06.2026","405/0788/26, 24.06.2026","405/0788/26, 24.06.2026","405/0788/26, 24.06.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-17-М/26, 11.09.2026","release — not tested — no certificate covers it
220-17-М/26, 11.09.2026","release — not tested — no certificate covers it
220-17-М/26, 11.09.2026","3660/2026, 22.06.2026","3660/2026, 22.06.2026","3660/2026, 22.06.2026","3660/2026, 22.06.2026","3660/2026, 22.06.2026"
FB012603,FB012603,Fat Bastard,"ППК26112, 30.06.2026","ППК26112, 30.06.2026","ППК26112, 30.06.2026
227-24-К/26, 11.09.2026","ППК26112, 30.06.2026
227-24-К/26, 11.09.2026","ППК26112, 30.06.2026
227-24-К/26, 11.09.2026","ППК26112, 30.06.2026
227-24-К/26, 11.09.2026","ППК26112, 30.06.2026","ППК26112, 30.06.2026","release — not tested — no certificate covers it
537/1068/26, 31.08.2026","release — not tested — no certificate covers it
537/1068/26, 31.08.2026","release — not tested — no certificate covers it
537/1068/26, 31.08.2026","release — not tested — no certificate covers it
537/1068/26, 31.08.2026","release — not tested — no certificate covers it
537/1068/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-24-М/26, 16.09.2026","release — not tested — no certificate covers it
227-24-М/26, 16.09.2026","release — not tested — no certificate covers it
227-24-М/26, 16.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
SCR022601,SCR022601,Scrambler,"ППК26116, 06.07.2026","ППК26116, 06.07.2026","ППК26116, 06.07.2026
227-7-К/26, 11.09.2026","ППК26116, 06.07.2026
227-7-К/26, 11.09.2026","ППК26116, 06.07.2026
227-7-К/26, 11.09.2026","ППК26116, 06.07.2026
227-7-К/26, 11.09.2026","ППК26116, 06.07.2026","ППК26116, 06.07.2026","release — not tested — no certificate covers it
536/1067/26, 31.08.2026","release — not tested — no certificate covers it
536/1067/26, 31.08.2026","release — not tested — no certificate covers it
536/1067/26, 31.08.2026","release — not tested — no certificate covers it
536/1067/26, 31.08.2026","release — not tested — no certificate covers it
536/1067/26, 31.08.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
227-7-М/26, 16.09.2026","release — not tested — no certificate covers it
227-7-М/26, 16.09.2026","release — not tested — no certificate covers it
227-7-М/26, 16.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
FB032601,FB032601,Fat Bastard,"ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026","ППК26127, 21.07.2026",release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — upon request — not required for release,release — upon request — not required for release,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it
GG032601,GG032601,Gorilla Glue,"ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026","ППК26128, 21.07.2026",release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — upon request — not required for release,release — upon request — not required for release,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it
JD022601,JD022601,Jelly Donuts,"ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026","ППК26115, 30.06.2026",release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — upon request — not required for release,release — upon request — not required for release,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it,release — not tested — no certificate covers it
P060492,JD042601,Jelly Donuts,"iCoA-PP_26-122, 13.08.2026 [internal]
iCoA-PP_26-148, 17.08.2026 [internal]","iCoA-PP_26-122, 13.08.2026 [internal]
iCoA-PP_26-148, 17.08.2026 [internal]","release — to be performed — see route
220-30-К/26, 26.08.2026","release — not tested — no certificate covers it
220-30-К/26, 26.08.2026","release — not tested — no certificate covers it
220-30-К/26, 26.08.2026","release — not tested — no certificate covers it
220-30-К/26, 26.08.2026","iCoA-PP_26-122, 13.08.2026 [internal]
iCoA-PP_26-148, 17.08.2026 [internal]","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-30-М/26, 11.09.2026","release — not tested — no certificate covers it
220-30-М/26, 11.09.2026","release — not tested — no certificate covers it
220-30-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
