Batch,Cultivation batch,Strain,#1,#2,#3,#4,#5,#6,#7,#8,#9.1,#9.2,#9.3,#9.4,#9.5,#9.6,#9.7,#10.1,#10.2,#10.3,#11.1,#11.2,#11.3,#11.4,#12
OPM112501,OPM112501,Orange Punch Mimosa,"iCoA-PP_26-059, 03.06.2026 [internal]
iCoA-PP_26-155, 24.08.2026 [internal]","iCoA-PP_26-059, 03.06.2026 [internal]
iCoA-PP_26-155, 24.08.2026 [internal]","ППК26031, 05.03.2026
227-10-К/26, 11.09.2026","ППК26031, 05.03.2026
227-10-К/26, 11.09.2026","ППК26031, 05.03.2026
227-10-К/26, 11.09.2026","release — not tested — no certificate covers it
227-10-К/26, 11.09.2026","iCoA-PP_26-059, 03.06.2026 [internal]
iCoA-PP_26-155, 24.08.2026 [internal]","ППК26031, 05.03.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060232,PM112501,Permanent Marker,"iCoA-PP_26-060, 03.06.2026 [internal]
iCoA-PP_26-148, 17.08.2026 [internal]","iCoA-PP_26-060, 03.06.2026 [internal]
iCoA-PP_26-148, 17.08.2026 [internal]","ППК26030, 05.03.2026
220-24-К/26, 26.08.2026","ППК26030, 05.03.2026
220-24-К/26, 26.08.2026","ППК26030, 05.03.2026
220-24-К/26, 26.08.2026","ППК26030, 05.03.2026
220-24-К/26, 26.08.2026","iCoA-PP_26-060, 03.06.2026 [internal]
iCoA-PP_26-148, 17.08.2026 [internal]","ППК26030, 05.03.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0016) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0016) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0016) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0016) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0016) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-24-М/26, 11.09.2026","release — not tested — no certificate covers it
220-24-М/26, 11.09.2026","release — not tested — no certificate covers it
220-24-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0016) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0016) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0016) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0016) — not tested — no certificate covers it","1059/2026, 09.03.2026"
P060242,OPM122501,Orange Punch Mimosa,"iCoA-PP_26-061, 03.06.2026 [internal]
iCoA-PP_26-116, 27.07.2026 [internal]","iCoA-PP_26-061, 03.06.2026 [internal]
iCoA-PP_26-116, 27.07.2026 [internal]","100-4-К/26, 09.04.2026
197-19-К/26, 07.08.2026","100-4-К/26, 09.04.2026
197-19-К/26, 07.08.2026","100-4-К/26, 09.04.2026
197-19-К/26, 07.08.2026","100-4-К/26, 09.04.2026
197-19-К/26, 07.08.2026","iCoA-PP_26-061, 03.06.2026 [internal]
iCoA-PP_26-116, 27.07.2026 [internal]","100-4-ГС/26, 09.04.2026","229/0392/26, 07.04.2026","229/0392/26, 07.04.2026","229/0392/26, 07.04.2026","229/0392/26, 07.04.2026","229/0392/26, 07.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-19-М/26, 10.08.2026","1627/2026, 23.04.2026
197-19-М/26, 10.08.2026","release — not tested — no certificate covers it
197-19-М/26, 10.08.2026","1627/2026, 23.04.2026","1627/2026, 23.04.2026","1627/2026, 23.04.2026","1627/2026, 23.04.2026","1627/2026, 23.04.2026"
GG112501,GG112501,Gorilla Glue,"iCoA-PP_26-062, 03.06.2026 [internal]
iCoA-PP_26-164, 24.08.2026 [internal]","iCoA-PP_26-062, 03.06.2026 [internal]
iCoA-PP_26-164, 24.08.2026 [internal]","ППК26061, 11.05.2026
227-20-К/26, 11.09.2026","ППК26061, 11.05.2026
227-20-К/26, 11.09.2026","ППК26061, 11.05.2026
227-20-К/26, 11.09.2026","release — not tested — no certificate covers it
227-20-К/26, 11.09.2026","iCoA-PP_26-062, 03.06.2026 [internal]
iCoA-PP_26-164, 24.08.2026 [internal]","ППК26061, 11.05.2026","304/0548/26, 28.04.2026","304/0548/26, 28.04.2026","304/0548/26, 28.04.2026","304/0548/26, 28.04.2026","304/0548/26, 28.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","2358/2026, 29.04.2026
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","2358/2026, 29.04.2026","2358/2026, 29.04.2026","2358/2026, 29.04.2026","2358/2026, 29.04.2026","2358/2026, 29.04.2026"
J31122501,J31122501,Jokerz 31,"iCoA-PP_26-070, 03.06.2026 [internal]
iCoA-PP_26-169, 24.08.2026 [internal]","iCoA-PP_26-070, 03.06.2026 [internal]
iCoA-PP_26-169, 24.08.2026 [internal]","100-2-К/26, 09.04.2026
227-13-К/26, 11.09.2026","100-2-К/26, 09.04.2026
227-13-К/26, 11.09.2026","100-2-К/26, 09.04.2026
227-13-К/26, 11.09.2026","100-2-К/26, 09.04.2026
227-13-К/26, 11.09.2026","iCoA-PP_26-070, 03.06.2026 [internal]
iCoA-PP_26-169, 24.08.2026 [internal]","100-2-ГС/26, 09.04.2026","231/0394/26 (Racno trimiran cvet), 07.04.2026","231/0394/26 (Racno trimiran cvet), 07.04.2026","231/0394/26 (Racno trimiran cvet), 07.04.2026","231/0394/26 (Racno trimiran cvet), 07.04.2026","231/0394/26 (Racno trimiran cvet), 07.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","1628/2026, 23.04.2026
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","1628/2026, 23.04.2026","1628/2026, 23.04.2026","1628/2026, 23.04.2026","1628/2026, 23.04.2026","1628/2026, 23.04.2026"
CC112501,CC112501,Cash Cow,"iCoA-PP_26-071, 03.06.2026 [internal]
iCoA-PP_26-175, 24.08.2026 [internal]","iCoA-PP_26-071, 03.06.2026 [internal]
iCoA-PP_26-175, 24.08.2026 [internal]","ППК26068, 11.05.2026
227-25-К/26, 11.09.2026","ППК26068, 11.05.2026
227-25-К/26, 11.09.2026","ППК26068, 11.05.2026
227-25-К/26, 11.09.2026","release — not tested — no certificate covers it
227-25-К/26, 11.09.2026","iCoA-PP_26-071, 03.06.2026 [internal]
iCoA-PP_26-175, 24.08.2026 [internal]","ППК26068, 11.05.2026","311/0555/26, 28.04.2026","311/0555/26, 28.04.2026","311/0555/26, 28.04.2026","311/0555/26, 28.04.2026","311/0555/26, 28.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","2359/2026, 29.04.2026
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","2359/2026, 29.04.2026","2359/2026, 29.04.2026","2359/2026, 29.04.2026","2359/2026, 29.04.2026","2359/2026, 29.04.2026"
P060282,SCR112501,Scrambler,"iCoA-PP_26-072, 03.06.2026 [internal]
iCoA-PP_26-150, 17.08.2026 [internal]","iCoA-PP_26-072, 03.06.2026 [internal]
iCoA-PP_26-150, 17.08.2026 [internal]","ППК26069, 11.05.2026
220-26-К/26, 26.08.2026","ППК26069, 11.05.2026
220-26-К/26, 26.08.2026","ППК26069, 11.05.2026
220-26-К/26, 26.08.2026","ППК26069, 11.05.2026
220-26-К/26, 26.08.2026","iCoA-PP_26-072, 03.06.2026 [internal]
iCoA-PP_26-150, 17.08.2026 [internal]","ППК26069, 11.05.2026","305/0549/26, 28.04.2026","305/0549/26, 28.04.2026","305/0549/26, 28.04.2026","305/0549/26, 28.04.2026","305/0549/26, 28.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-26-М/26, 11.09.2026","2360/2026, 29.04.2026
220-26-М/26, 11.09.2026","release — not tested — no certificate covers it
220-26-М/26, 11.09.2026","2360/2026, 29.04.2026","2360/2026, 29.04.2026","2360/2026, 29.04.2026","2360/2026, 29.04.2026","2360/2026, 29.04.2026"
FB112501,FB112501,Fat Bastard,"iCoA-PP_26-073, 03.06.2026 [internal]
iCoA-PP_26-181, 24.08.2026 [internal]","iCoA-PP_26-073, 03.06.2026 [internal]
iCoA-PP_26-181, 24.08.2026 [internal]","ППК26066, 11.05.2026
227-22-К/26, 11.09.2026","ППК26066, 11.05.2026
227-22-К/26, 11.09.2026","ППК26066, 11.05.2026
227-22-К/26, 11.09.2026","release — not tested — no certificate covers it
227-22-К/26, 11.09.2026","iCoA-PP_26-073, 03.06.2026 [internal]
iCoA-PP_26-181, 24.08.2026 [internal]","ППК26066, 11.05.2026","312/0556/26, 28.04.2026","312/0556/26, 28.04.2026","312/0556/26, 28.04.2026","312/0556/26, 28.04.2026","312/0556/26, 28.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","2357/2026, 29.04.2026
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","2357/2026, 29.04.2026","2357/2026, 29.04.2026","2357/2026, 29.04.2026","2357/2026, 29.04.2026","2357/2026, 29.04.2026"
GG012601,GG012601,Gorilla Glue,"iCoA-PP_26-074, 03.06.2026 [internal]
iCoA-PP_26-182, 24.08.2026 [internal]","iCoA-PP_26-074, 03.06.2026 [internal]
iCoA-PP_26-182, 24.08.2026 [internal]","ППК26062, 11.05.2026
227-21-К/26, 11.09.2026","ППК26062, 11.05.2026
227-21-К/26, 11.09.2026","ППК26062, 11.05.2026
227-21-К/26, 11.09.2026","release — not tested — no certificate covers it
227-21-К/26, 11.09.2026","iCoA-PP_26-074, 03.06.2026 [internal]
iCoA-PP_26-182, 24.08.2026 [internal]","ППК26062, 11.05.2026","310/0554/26, 28.04.2026","310/0554/26, 28.04.2026","310/0554/26, 28.04.2026","310/0554/26, 28.04.2026","310/0554/26, 28.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","2364/2026, 30.04.2026
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","2364/2026, 30.04.2026","2364/2026, 30.04.2026","2364/2026, 30.04.2026","2364/2026, 30.04.2026","2364/2026, 30.04.2026"
JD012601,JD012601,Jelly Donutz,"iCoA-PP_26-075, 03.06.2026 [internal]
iCoA-PP_26-170, 24.08.2026 [internal]","iCoA-PP_26-075, 03.06.2026 [internal]
iCoA-PP_26-170, 24.08.2026 [internal]","ППК26064, 11.05.2026
227-15-К/26, 11.09.2026","ППК26064, 11.05.2026
227-15-К/26, 11.09.2026","ППК26064, 11.05.2026
227-15-К/26, 11.09.2026","release — not tested — no certificate covers it
227-15-К/26, 11.09.2026","iCoA-PP_26-075, 03.06.2026 [internal]
iCoA-PP_26-170, 24.08.2026 [internal]","ППК26064, 11.05.2026","309/0553/26, 28.04.2026","309/0553/26, 28.04.2026","309/0553/26, 28.04.2026","309/0553/26, 28.04.2026","309/0553/26, 28.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","2363/2026, 30.04.2026
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","2363/2026, 30.04.2026","2363/2026, 30.04.2026","2363/2026, 30.04.2026","2363/2026, 30.04.2026","2363/2026, 30.04.2026"
P060332,P060332,CashCow,"iCoA-PP_26-077, 03.06.2026 [internal]
iCoA-PP_26-103, 27.07.2026 [internal]","iCoA-PP_26-077, 03.06.2026 [internal]
iCoA-PP_26-103, 27.07.2026 [internal]","release — to be performed — see route
197-6-К/26, 07.08.2026","release — not tested — no certificate covers it
197-6-К/26, 07.08.2026","release — not tested — no certificate covers it
197-6-К/26, 07.08.2026","release — not tested — no certificate covers it
197-6-К/26, 07.08.2026","iCoA-PP_26-077, 03.06.2026 [internal]
iCoA-PP_26-103, 27.07.2026 [internal]","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-6-М/26, 10.08.2026","release — not tested — no certificate covers it
197-6-М/26, 10.08.2026","release — not tested — no certificate covers it
197-6-М/26, 10.08.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
P060322,FB012601/1,Fat Bastard,"iCoA-PP_26-076, 03.06.2026 [internal]
iCoA-PP_26-128, 17.08.2026 [internal]","iCoA-PP_26-076, 03.06.2026 [internal]
iCoA-PP_26-128, 17.08.2026 [internal]","ППК26067, 11.05.2026
220-8-К/26, 25.08.2026","ППК26067, 11.05.2026
220-8-К/26, 25.08.2026","ППК26067, 11.05.2026
220-8-К/26, 25.08.2026","ППК26067, 11.05.2026
220-8-К/26, 25.08.2026","iCoA-PP_26-076, 03.06.2026 [internal]
iCoA-PP_26-128, 17.08.2026 [internal]","ППК26067, 11.05.2026","308/0552/26, 28.04.2026","308/0552/26, 28.04.2026","308/0552/26, 28.04.2026","308/0552/26, 28.04.2026","308/0552/26, 28.04.2026",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-8-М/26, 11.09.2026","2362/2026, 30.04.2026
220-8-М/26, 11.09.2026","release — not tested — no certificate covers it
220-8-М/26, 11.09.2026","2362/2026, 30.04.2026","2362/2026, 30.04.2026","2362/2026, 30.04.2026","2362/2026, 30.04.2026","2362/2026, 30.04.2026"
P060352,FB012602,Fat Bastard,"iCoA-PP_26-081, 03.06.2026 [internal]
iCoA-PP_26-107, 27.07.2026 [internal]","iCoA-PP_26-081, 03.06.2026 [internal]
iCoA-PP_26-107, 27.07.2026 [internal]","release — to be performed — see route
197-7-К/26, 07.08.2026","release — not tested — no certificate covers it
197-7-К/26, 07.08.2026","release — not tested — no certificate covers it
197-7-К/26, 07.08.2026","release — not tested — no certificate covers it
197-7-К/26, 07.08.2026","iCoA-PP_26-081, 03.06.2026 [internal]
iCoA-PP_26-107, 27.07.2026 [internal]","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
197-7-М/26, 10.08.2026","release — not tested — no certificate covers it
197-7-М/26, 10.08.2026","release — not tested — no certificate covers it
197-7-М/26, 10.08.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0021) — not tested — no certificate covers it"
P060362,JD012603/01,Jelly Donuts,"iCoA-PP_26-080, 03.06.2026 [internal]
iCoA-PP_26-138, 17.08.2026 [internal]","iCoA-PP_26-080, 03.06.2026 [internal]
iCoA-PP_26-138, 17.08.2026 [internal]","release — to be performed — see route
220-16-К/26, 25.08.2026","release — not tested — no certificate covers it
220-16-К/26, 25.08.2026","release — not tested — no certificate covers it
220-16-К/26, 25.08.2026","release — not tested — no certificate covers it
220-16-К/26, 25.08.2026","iCoA-PP_26-080, 03.06.2026 [internal]
iCoA-PP_26-138, 17.08.2026 [internal]","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-16-М/26, 11.09.2026","release — not tested — no certificate covers it
220-16-М/26, 11.09.2026","release — not tested — no certificate covers it
220-16-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0020) — not tested — no certificate covers it"
P060372,CC012603,Cash Cow,"iCoA-PP_26-082, 03.06.2026 [internal]
iCoA-PP_26-143, 17.08.2026 [internal]","iCoA-PP_26-082, 03.06.2026 [internal]
iCoA-PP_26-143, 17.08.2026 [internal]","release — to be performed — see route
220-29-К/26, 26.08.2026","release — not tested — no certificate covers it
220-29-К/26, 26.08.2026","release — not tested — no certificate covers it
220-29-К/26, 26.08.2026","release — not tested — no certificate covers it
220-29-К/26, 26.08.2026","iCoA-PP_26-082, 03.06.2026 [internal]
iCoA-PP_26-143, 17.08.2026 [internal]","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
220-29-М/26, 11.09.2026","release — not tested — no certificate covers it
220-29-М/26, 11.09.2026","release — not tested — no certificate covers it
220-29-М/26, 11.09.2026","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (CoQ-PP-2026-0024) — not tested — no certificate covers it"
P060342,SCR012601,Scrambler,"iCoA-PP_26-086, 03.06.2026 [internal]
iCoA-PP_26-157, 24.08.2026 [internal]","iCoA-PP_26-086, 03.06.2026 [internal]
iCoA-PP_26-157, 24.08.2026 [internal]","release — to be performed — see route
227-8-К/26, 11.09.2026","release — not tested — no certificate covers it
227-8-К/26, 11.09.2026","release — not tested — no certificate covers it
227-8-К/26, 11.09.2026","release — not tested — no certificate covers it
227-8-К/26, 11.09.2026","iCoA-PP_26-086, 03.06.2026 [internal]
iCoA-PP_26-157, 24.08.2026 [internal]","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it",release — upon request — not required for release,release — upon request — not required for release,"release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — awaiting the mycotoxin re-analysis — Farmahem","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it","release — not tested — no certificate covers it
reissue — 12-month retest — carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it"
