Tranche	Batch	P lot	Strain	Determination	State	Document to cite	Issued	Laboratory	Where the document is	Blocked: document not issued	What the document prints	Other documents on file that also carry it
2	HPA052501	P050182	High Pro Amnesia	1 Identification A — appearance	CITED	iCoA-PP_26-024	03.10.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	HPA052501	P050182	High Pro Amnesia	2 Identification B — microscopy	CITED	iCoA-PP_26-024	03.10.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	HPA052501	P050182	High Pro Amnesia	3 Identification C — HPLC	CITED	ППК25278	19.09.2025	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-15-K/26
2	HPA052501	P050182	High Pro Amnesia	4 Assay — Total Δ⁹-THC	CITED	ППК25278	19.09.2025	CNP	in eCoA_DATABASE		20.39	220-15-K/26
2	HPA052501	P050182	High Pro Amnesia	5 Assay — Total CBD	CITED	ППК25278	19.09.2025	CNP	in eCoA_DATABASE		0.09	220-15-K/26
2	HPA052501	P050182	High Pro Amnesia	6 Total CBN	CITED	ППК25278	19.09.2025	CNP	in eCoA_DATABASE		0.02 ᴰ	220-15-K/26
2	HPA052501	P050182	High Pro Amnesia	7 Foreign matter	CITED	iCoA-PP_26-024	03.10.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	HPA052501	P050182	High Pro Amnesia	8 Loss on drying	CITED	ППК25278	19.09.2025	CNP	in eCoA_DATABASE		7.29	
2	HPA052501	P050182	High Pro Amnesia	9 Microbiological purity	CITED	948-1686-25	17.09.2025	IJZ-MB	in eCoA_DATABASE		2,7 x 10⁴ CFU/g CFU/g; 2,6 x 10⁴ CFU/g CFU/g; < 10 CFU/g CFU/g; Одговара /g; Одговара /25 g	
2	HPA052501	P050182	High Pro Amnesia	10 Mycotoxins	CITED	4352-2025	15.09.2025	IJZ	in eCoA_DATABASE		n.r.; <2; n.r.	
2	HPA052501	P050182	High Pro Amnesia	11 Heavy metals	CITED	4352-2025	15.09.2025	IJZ	in eCoA_DATABASE		0.034; н.д.; н.д.; н.д.	
2	HPA052501	P050182	High Pro Amnesia	12 Pesticide residues	CITED	4352-2025	15.09.2025	IJZ	in eCoA_DATABASE		≤ LOQ (all 24 compounds)	
2	JD012603/01	P060362	Jelly Donuts	1 Identification A — appearance	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	JD012603/01	P060362	Jelly Donuts	2 Identification B — microscopy	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	JD012603/01	P060362	Jelly Donuts	3 Identification C — HPLC	READ IN THIS PASS	220-16-K/26	25.08.2026	FHM	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	
2	JD012603/01	P060362	Jelly Donuts	4 Assay — Total Δ⁹-THC	READ IN THIS PASS	220-16-K/26	25.08.2026	FHM	in eCoA_DATABASE		21.01 % w/w	
2	JD012603/01	P060362	Jelly Donuts	5 Assay — Total CBD	READ IN THIS PASS	220-16-K/26	25.08.2026	FHM	in eCoA_DATABASE		< LOQ % w/w	
2	JD012603/01	P060362	Jelly Donuts	6 Total CBN	READ IN THIS PASS	220-16-K/26	25.08.2026	FHM	in eCoA_DATABASE		< LOQ % w/w	
2	JD012603/01	P060362	Jelly Donuts	7 Foreign matter	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	JD012603/01	P060362	Jelly Donuts	8 Loss on drying	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	JD012603/01	P060362	Jelly Donuts	9 Microbiological purity	READ IN THIS PASS	365/0695/26	01.06.2026	IJZ-MB	in eCoA_DATABASE		2 x 10² CFU/g CFU/g; 1 x 10² CFU/g CFU/g; < 10 CFU/g CFU/g; Отсутна /g; Отсутна /25 g	
2	JD012603/01	P060362	Jelly Donuts	10 Mycotoxins	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	JD012603/01	P060362	Jelly Donuts	11 Heavy metals	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	JD012603/01	P060362	Jelly Donuts	12 Pesticide residues	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	JD012603/02	P060412	Jelly Donuts	1 Identification A — appearance	READ IN THIS PASS	ППК26113	30.06.2026	CNP	in eCoA_DATABASE		Одговара; Одговара	
2	JD012603/02	P060412	Jelly Donuts	2 Identification B — microscopy	READ IN THIS PASS	ППК26113	30.06.2026	CNP	in eCoA_DATABASE		Одговара; Одговара	
2	JD012603/02	P060412	Jelly Donuts	3 Identification C — HPLC	READ IN THIS PASS	220-17-K/26	26.08.2026	FHM	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	ППК26113
2	JD012603/02	P060412	Jelly Donuts	4 Assay — Total Δ⁹-THC	READ IN THIS PASS	220-17-K/26	26.08.2026	FHM	in eCoA_DATABASE		14.43 % w/w	ППК26113
2	JD012603/02	P060412	Jelly Donuts	5 Assay — Total CBD	READ IN THIS PASS	220-17-K/26	26.08.2026	FHM	in eCoA_DATABASE		< LOQ % w/w	ППК26113
2	JD012603/02	P060412	Jelly Donuts	6 Total CBN	READ IN THIS PASS	220-17-K/26	26.08.2026	FHM	in eCoA_DATABASE		< LOQ % w/w	ППК26113
2	JD012603/02	P060412	Jelly Donuts	7 Foreign matter	READ IN THIS PASS	ППК26113	30.06.2026	CNP	in eCoA_DATABASE		/ (Одговара) %; / (Одговара) %	
2	JD012603/02	P060412	Jelly Donuts	8 Loss on drying	READ IN THIS PASS	ППК26113	30.06.2026	CNP	in eCoA_DATABASE		7.52% %; 7.52 % %	
2	JD012603/02	P060412	Jelly Donuts	9 Microbiological purity	READ IN THIS PASS	405/0788/26	24.06.2026	IJZ-MB	in eCoA_DATABASE		6,3 x 10³ CFU/g CFU/g; 4,4 x 10³ CFU/g CFU/g; < 10 CFU/g CFU/g; Отсутна /g; Отсутна /25 g	
2	JD012603/02	P060412	Jelly Donuts	10 Mycotoxins	READ IN THIS PASS	3660/2026	22.06.2026	IJZ	in eCoA_DATABASE		< 2 µg/kg	
2	JD012603/02	P060412	Jelly Donuts	11 Heavy metals	READ IN THIS PASS	3660/2026	22.06.2026	IJZ	in eCoA_DATABASE		0,085 mg/kg; 0,044 mg/kg(l); 0,042 mg/kg(l); 0,042 mg/kg(l)	
2	JD012603/02	P060412	Jelly Donuts	12 Pesticide residues	READ IN THIS PASS	3660/2026	22.06.2026	IJZ	in eCoA_DATABASE		< 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01	
2	JD012603/02V	P060422	Jelly Donuts	1 Identification A — appearance	READ IN THIS PASS	ППК26111	30.06.2026	CNP	in eCoA_DATABASE		Одговара; Одговара	
2	JD012603/02V	P060422	Jelly Donuts	2 Identification B — microscopy	READ IN THIS PASS	ППК26111	30.06.2026	CNP	in eCoA_DATABASE		Одговара; Одговара	
2	JD012603/02V	P060422	Jelly Donuts	3 Identification C — HPLC	READ IN THIS PASS	220-18-K/26	26.08.2026	FHM	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	ППК26111
2	JD012603/02V	P060422	Jelly Donuts	4 Assay — Total Δ⁹-THC	READ IN THIS PASS	220-18-K/26	26.08.2026	FHM	in eCoA_DATABASE		17.09 % w/w	ППК26111
2	JD012603/02V	P060422	Jelly Donuts	5 Assay — Total CBD	READ IN THIS PASS	220-18-K/26	26.08.2026	FHM	in eCoA_DATABASE		< LOQ % w/w	ППК26111
2	JD012603/02V	P060422	Jelly Donuts	6 Total CBN	READ IN THIS PASS	220-18-K/26	26.08.2026	FHM	in eCoA_DATABASE		< LOQ % w/w	ППК26111
2	JD012603/02V	P060422	Jelly Donuts	7 Foreign matter	READ IN THIS PASS	ППК26111	30.06.2026	CNP	in eCoA_DATABASE		/ (Одговара) %; / (Одговара) %	
2	JD012603/02V	P060422	Jelly Donuts	8 Loss on drying	READ IN THIS PASS	ППК26111	30.06.2026	CNP	in eCoA_DATABASE		7.04 % %; 7.04 % %	
2	JD012603/02V	P060422	Jelly Donuts	9 Microbiological purity	READ IN THIS PASS	406/0789/26	24.06.2026	IJZ-MB	in eCoA_DATABASE		5,1 x 10³ CFU/g CFU/g; 4,7 x 10³ CFU/g CFU/g; < 10 CFU/g CFU/g; Отсутна /g; Отсутна /25 g	
2	JD012603/02V	P060422	Jelly Donuts	10 Mycotoxins	READ IN THIS PASS	3662/2026	22.06.2026	IJZ	in eCoA_DATABASE		< 2 µg/kg	
2	JD012603/02V	P060422	Jelly Donuts	11 Heavy metals	READ IN THIS PASS	3662/2026	22.06.2026	IJZ	in eCoA_DATABASE		0,06 mg/kg; 0,03 mg/kg(l); 0,045 mg/kg(l); 0,013 mg/kg(l)	
2	JD012603/02V	P060422	Jelly Donuts	12 Pesticide residues	READ IN THIS PASS	3662/2026	22.06.2026	IJZ	in eCoA_DATABASE		< 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01 mg/kg; < 0,01	
2	KC102501	P060172	Kush Crasher	1 Identification A — appearance	CITED	iCoA-PP_26-050	12.03.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	KC102501	P060172	Kush Crasher	2 Identification B — microscopy	CITED	iCoA-PP_26-050	12.03.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	KC102501	P060172	Kush Crasher	3 Identification C — HPLC	CITED	051-4-K-26	04.03.2026	FHM-K	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	220-19-K/26
2	KC102501	P060172	Kush Crasher	4 Assay — Total Δ⁹-THC	CITED	051-4-K-26	04.03.2026	FHM-K	in eCoA_DATABASE		17.04 %w/w; ±1.05 %; 17.04 %w/w; ±1.05 %	220-19-K/26
2	KC102501	P060172	Kush Crasher	5 Assay — Total CBD	CITED	051-4-K-26	04.03.2026	FHM-K	in eCoA_DATABASE		<LOQ** %w/w; <LOQ** %w/w	220-19-K/26
2	KC102501	P060172	Kush Crasher	6 Total CBN	CITED	051-4-K-26	04.03.2026	FHM-K	in eCoA_DATABASE		<LOQ** %w/w; <LOQ** %w/w	220-19-K/26
2	KC102501	P060172	Kush Crasher	7 Foreign matter	CITED	iCoA-PP_26-050	12.03.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	KC102501	P060172	Kush Crasher	8 Loss on drying	CITED	051-4-LoD-26	02.03.2026	FHM-K	in eCoA_DATABASE		8.6	
2	KC102501	P060172	Kush Crasher	9 Microbiological purity	READ IN THIS PASS	129/0226/26	06.03.2026	IJZ-MB	in eCoA_DATABASE		3,8 x 10³ CFU/g CFU/g; 6,8 x 10³ CFU/g CFU/g; < 10³ и >10² CFU/g CFU/g; Одговара; Одговара	
2	KC102501	P060172	Kush Crasher	10 Mycotoxins	READ IN THIS PASS	1058/2026	09.03.2026	IJZ	in eCoA_DATABASE		2,8 µg/kg; (празен ред; отпечатена е само методата) Метода: Флуорометриски метод	
2	KC102501	P060172	Kush Crasher	11 Heavy metals	READ IN THIS PASS	1058/2026	09.03.2026	IJZ	in eCoA_DATABASE		н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l)	
2	KC102501	P060172	Kush Crasher	12 Pesticide residues	READ IN THIS PASS	1058/2026	09.03.2026	IJZ	in eCoA_DATABASE		н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg;	
2	MB0824_05	P050112	Motor Breath	1 Identification A — appearance	CITED	iCoA-PP_26-017	25.08.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	MB0824_05	P050112	Motor Breath	2 Identification B — microscopy	CITED	iCoA-PP_26-017	25.08.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	MB0824_05	P050112	Motor Breath	3 Identification C — HPLC	CITED	ППК25211	28.07.2025	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-20-K/26
2	MB0824_05	P050112	Motor Breath	4 Assay — Total Δ⁹-THC	CITED	ППК25211	28.07.2025	CNP	in eCoA_DATABASE		16.82	220-20-K/26
2	MB0824_05	P050112	Motor Breath	5 Assay — Total CBD	CITED	ППК25211	28.07.2025	CNP	in eCoA_DATABASE		0.06	220-20-K/26
2	MB0824_05	P050112	Motor Breath	6 Total CBN	CITED	ППК25211	28.07.2025	CNP	in eCoA_DATABASE		0.02 ᴰ	220-20-K/26
2	MB0824_05	P050112	Motor Breath	7 Foreign matter	CITED	iCoA-PP_26-017	25.08.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	MB0824_05	P050112	Motor Breath	8 Loss on drying	CITED	ППК25211	28.07.2025	CNP	in eCoA_DATABASE		6.56	
2	MB0824_05	P050112	Motor Breath	9 Microbiological purity	CITED	767-1376-25	29.07.2025	IJZ-MB	in eCoA_DATABASE		3,5 x 10³ CFU/g CFU/g; 1 x 10³ CFU/g CFU/g; < 10 CFU/g CFU/g; Одговара /g; Одговара /25 g	
2	MB0824_05	P050112	Motor Breath	10 Mycotoxins	CITED	3638-2025	28.07.2025	IJZ	in eCoA_DATABASE		n.r.; 2; n.r.	
2	MB0824_05	P050112	Motor Breath	11 Heavy metals	CITED	3638-2025	28.07.2025	IJZ	in eCoA_DATABASE		Н.д.; Н.д.; 0.086; 0.006	
2	MB0824_05	P050112	Motor Breath	12 Pesticide residues	CITED	3638-2025	28.07.2025	IJZ	in eCoA_DATABASE		N.D. ᴿ	
2	OMP1024_01	P050042	Orange Punch Mimosa	1 Identification A — appearance	CITED	iCoA-PP_26-010	20.06.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	OMP1024_01	P050042	Orange Punch Mimosa	2 Identification B — microscopy	CITED	iCoA-PP_26-010	20.06.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	OMP1024_01	P050042	Orange Punch Mimosa	3 Identification C — HPLC	CITED	ППК25117	06.05.2025	CNP	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	220-21-K/26
2	OMP1024_01	P050042	Orange Punch Mimosa	4 Assay — Total Δ⁹-THC	CITED	ППК25117	06.05.2025	CNP	in eCoA_DATABASE		0.46 %; 17.01 %; 15.38 %	220-21-K/26
2	OMP1024_01	P050042	Orange Punch Mimosa	5 Assay — Total CBD	CITED	ППК25117	06.05.2025	CNP	in eCoA_DATABASE		0.05 %; ND %; 0.04 %	220-21-K/26
2	OMP1024_01	P050042	Orange Punch Mimosa	6 Total CBN	CITED	ППК25117	06.05.2025	CNP	in eCoA_DATABASE		0.01 %	220-21-K/26
2	OMP1024_01	P050042	Orange Punch Mimosa	7 Foreign matter	CITED	iCoA-PP_26-010	20.06.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	OMP1024_01	P050042	Orange Punch Mimosa	8 Loss on drying	CITED	ППК25117	06.05.2025	CNP	in eCoA_DATABASE		5.86 %	
2	OMP1024_01	P050042	Orange Punch Mimosa	9 Microbiological purity	CITED	407-0745-25	05.05.2025	IJZ-MB	in eCoA_DATABASE		10 CFU/g; < 10 CFU/g; < 10² и > 10 CFU/g; Одговара; Одговара	
2	OMP1024_01	P050042	Orange Punch Mimosa	10 Mycotoxins	CITED	2156-2025	07.05.2025	IJZ	in eCoA_DATABASE		< 2 µg/kg	
2	OMP1024_01	P050042	Orange Punch Mimosa	11 Heavy metals	CITED	2156-2025	07.05.2025	IJZ	in eCoA_DATABASE		0,031 mg/kg; 0,004 mg/kg(l); 0,01 mg/kg(l); 0,001 mg/kg(l)	
2	OMP1024_01	P050042	Orange Punch Mimosa	12 Pesticide residues	CITED	2156-2025	07.05.2025	IJZ	in eCoA_DATABASE		н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/Kg; н.д. mg/Kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg;	
2	OPM092501	P060042	Orange Punch Mimosa	1 Identification A — appearance	CITED	iCoA-PP_26-040	29.01.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	OPM092501	P060042	Orange Punch Mimosa	2 Identification B — microscopy	CITED	iCoA-PP_26-040	29.01.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	OPM092501	P060042	Orange Punch Mimosa	3 Identification C — HPLC	CITED	ППК26008	21.01.2026	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-22-K/26
2	OPM092501	P060042	Orange Punch Mimosa	4 Assay — Total Δ⁹-THC	CITED	ППК26008	21.01.2026	CNP	in eCoA_DATABASE		9.43	220-22-K/26
2	OPM092501	P060042	Orange Punch Mimosa	5 Assay — Total CBD	CITED	ППК26008	21.01.2026	CNP	in eCoA_DATABASE		0.04	220-22-K/26
2	OPM092501	P060042	Orange Punch Mimosa	6 Total CBN	CITED	ППК26008	21.01.2026	CNP	in eCoA_DATABASE		ND ᴰ	220-22-K/26
2	OPM092501	P060042	Orange Punch Mimosa	7 Foreign matter	CITED	iCoA-PP_26-040	29.01.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	OPM092501	P060042	Orange Punch Mimosa	8 Loss on drying	CITED	ППК26008	21.01.2026	CNP	in eCoA_DATABASE		7.85	
2	OPM092501	P060042	Orange Punch Mimosa	9 Microbiological purity	CITED	2-0005-26	20.01.2026	IJZ-MB	in eCoA_DATABASE		10 CFU/g CFU/g; 10 CFU/g CFU/g; < 10² и > 10 CFU/g CFU/g; Одговара /g; Одговара /25 g	
2	OPM092501	P060042	Orange Punch Mimosa	10 Mycotoxins	CITED	87-2026	03.02.2026	IJZ	in eCoA_DATABASE		n.r.; 2.2; n.r.	
2	OPM092501	P060042	Orange Punch Mimosa	11 Heavy metals	CITED	87-2026	03.02.2026	IJZ	in eCoA_DATABASE		0.022; н.д.; н.д.; н.д.	
2	OPM092501	P060042	Orange Punch Mimosa	12 Pesticide residues	CITED	87-2026	03.02.2026	IJZ	in eCoA_DATABASE		≤ LOQ (all 29 compounds)	
2	OPM1024_03	P050082	Orange Punch Mimosa	1 Identification A — appearance	CITED	iCoA-PP_26-014	22.07.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	OPM1024_03	P050082	Orange Punch Mimosa	2 Identification B — microscopy	CITED	iCoA-PP_26-014	22.07.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	OPM1024_03	P050082	Orange Punch Mimosa	3 Identification C — HPLC	CITED	ППК25210	28.07.2025	CNP	in eCoA_DATABASE		Conforms (ImB spec.)	220-23-K/26
2	OPM1024_03	P050082	Orange Punch Mimosa	4 Assay — Total Δ⁹-THC	CITED	ППК25210	28.07.2025	CNP	in eCoA_DATABASE		16.55	220-23-K/26
2	OPM1024_03	P050082	Orange Punch Mimosa	5 Assay — Total CBD	CITED	ППК25210	28.07.2025	CNP	in eCoA_DATABASE		0.04	220-23-K/26
2	OPM1024_03	P050082	Orange Punch Mimosa	6 Total CBN	CITED	ППК25210	28.07.2025	CNP	in eCoA_DATABASE		0.01 ᴰ	220-23-K/26
2	OPM1024_03	P050082	Orange Punch Mimosa	7 Foreign matter	CITED	iCoA-PP_26-014	22.07.2025	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	OPM1024_03	P050082	Orange Punch Mimosa	8 Loss on drying	CITED	ППК25210	28.07.2025	CNP	in eCoA_DATABASE		6.38	
2	OPM1024_03	P050082	Orange Punch Mimosa	9 Microbiological purity	CITED	766-1375-25	29.07.2025	IJZ-MB	in eCoA_DATABASE		2 x 10² CFU/g CFU/g; 3 x 10² CFU/g CFU/g; < 10 CFU/g CFU/g; Одговара /g; Одговара /25 g	
2	OPM1024_03	P050082	Orange Punch Mimosa	10 Mycotoxins	CITED	3636-2025	28.07.2025	IJZ	in eCoA_DATABASE		n.r.; 2.1; n.r.	
2	OPM1024_03	P050082	Orange Punch Mimosa	11 Heavy metals	CITED	3636-2025	28.07.2025	IJZ	in eCoA_DATABASE		Н.д.; Н.д.; 0.135; 0.03	
2	OPM1024_03	P050082	Orange Punch Mimosa	12 Pesticide residues	CITED	3636-2025	28.07.2025	IJZ	in eCoA_DATABASE		≤ LOQ (all 26 compounds)	
2	PM112501	P060232	Permanent Marker	1 Identification A — appearance	CITED	iCoA-PP_26-056	27.04.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	PM112501	P060232	Permanent Marker	2 Identification B — microscopy	CITED	iCoA-PP_26-056	27.04.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	PM112501	P060232	Permanent Marker	3 Identification C — HPLC	CITED	ППК26030	05.03.2026	CNP	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	220-24-K/26
2	PM112501	P060232	Permanent Marker	4 Assay — Total Δ⁹-THC	CITED	ППК26030	05.03.2026	CNP	in eCoA_DATABASE		0.41 % %; 14.73 % %; 13.33 % %	220-24-K/26
2	PM112501	P060232	Permanent Marker	5 Assay — Total CBD	CITED	ППК26030	05.03.2026	CNP	in eCoA_DATABASE		0.03 % %; BLQ %; 0.03 % %	220-24-K/26
2	PM112501	P060232	Permanent Marker	6 Total CBN	CITED	ППК26030	05.03.2026	CNP	in eCoA_DATABASE		0.01 % %	220-24-K/26
2	PM112501	P060232	Permanent Marker	7 Foreign matter	CITED	iCoA-PP_26-056	27.04.2026	PP	planned, NOT ISSUED (2026-05-15)	YES — the certificate has not been issued	Conforms	
2	PM112501	P060232	Permanent Marker	8 Loss on drying	CITED	ППК26030	05.03.2026	CNP	in eCoA_DATABASE		8.61 % %	
2	PM112501	P060232	Permanent Marker	9 Microbiological purity	READ IN THIS PASS	135/0232/26	06.03.2026	IJZ-MB	in eCoA_DATABASE		10 CFU/g CFU/g; < 10 CFU/g CFU/g; < 10 CFU/g CFU/g; Одговара; Одговара	
2	PM112501	P060232	Permanent Marker	10 Mycotoxins	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	PM112501	P060232	Permanent Marker	11 Heavy metals	READ IN THIS PASS	1059/2026	09.03.2026	IJZ	in eCoA_DATABASE		н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l); н.д. mg/kg(l)	
2	PM112501	P060232	Permanent Marker	12 Pesticide residues	READ IN THIS PASS	1059/2026	09.03.2026	IJZ	in eCoA_DATABASE		н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/Kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg;	
2	PUM102501	P060112	Pure Michigen	1 Identification A — appearance	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	PUM102501	P060112	Pure Michigen	2 Identification B — microscopy	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	PUM102501	P060112	Pure Michigen	3 Identification C — HPLC	READ IN THIS PASS	031-2-K/26	10.02.2026	FHM	in eCoA_DATABASE		identity by the HPLC cannabinoid profile on this certificate	220-25-K/26
2	PUM102501	P060112	Pure Michigen	4 Assay — Total Δ⁹-THC	READ IN THIS PASS	031-2-K/26	10.02.2026	FHM	in eCoA_DATABASE		15.63 %w/w; 0.96 %	220-25-K/26
2	PUM102501	P060112	Pure Michigen	5 Assay — Total CBD	READ IN THIS PASS	031-2-K/26	10.02.2026	FHM	in eCoA_DATABASE		<LOQ** %w/w	220-25-K/26
2	PUM102501	P060112	Pure Michigen	6 Total CBN	READ IN THIS PASS	031-2-K/26	10.02.2026	FHM	in eCoA_DATABASE		<LOQ** %w/w	220-25-K/26
2	PUM102501	P060112	Pure Michigen	7 Foreign matter	NOTHING ON FILE	—	—	—	no document anywhere		—	
2	PUM102501	P060112	Pure Michigen	8 Loss on drying	READ IN THIS PASS	031-2-LoD/26	11.02.2026	FHM	in eCoA_DATABASE		6,4 %	
2	PUM102501	P060112	Pure Michigen	9 Microbiological purity	READ IN THIS PASS	74/0117/26	09.02.2026	IJZ-MB	in eCoA_DATABASE		5 x 10¹ CFU/g CFU/g; 5 x 10¹ CFU/g CFU/g; < 10 CFU/g CFU/g; Одговара; Одговара	
2	PUM102501	P060112	Pure Michigen	10 Mycotoxins	READ IN THIS PASS	327/2026	11.02.2026	IJZ	in eCoA_DATABASE		< 2 µg/kg	
2	PUM102501	P060112	Pure Michigen	11 Heavy metals	READ IN THIS PASS	327/2026	11.02.2026	IJZ	in eCoA_DATABASE		0,078 mg/kg(l); н.д. mg/kg(l); 0,0187 mg/kg(l); н.д. mg/kg(l)	
2	PUM102501	P060112	Pure Michigen	12 Pesticide residues	READ IN THIS PASS	327/2026	11.02.2026	IJZ	in eCoA_DATABASE		н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/Kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg; н.д. mg/kg;	
2	SCR112501	P060282	Scrambler	1 Identification A — appearance	CITED	iCoA-PP_26-061	18.05.2026	PP	planned, NOT ISSUED (2026-05-25)	YES — the certificate has not been issued	Conforms	
2	SCR112501	P060282	Scrambler	2 Identification B — microscopy	CITED	iCoA-PP_26-061	18.05.2026	PP	planned, NOT ISSUED (2026-05-25)	YES — the certificate has not been issued	Conforms	
